project_name,filename,smell_name,occurrence_id,line,new_commit,new_commit_message,new_commit_date,new_change_type,first_commit_date,removing_number_commits,number_commits,release_hash,release_date,relative_path,new_feature,bug_fixing,enhancement,refactoring,first_commit_goal

* Apply model search fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Remove errant test line

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Co-authored-by: Richard Zang <Zangr@users.noreply.github.com>

* remove near from deprecation msg (#6430)

Signed-off-by: ninabacc-db <Nina.Baccam@databricks.com>

* Raise clear error message when pipeline path contains a space (#6426)

* Add unsupported

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Exc

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Test

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Format

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Test fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* [ALL TESTS] Changelog for MLflow 1.28.0 (#6433)

* Generating changelog for MLflow 1.27.1.dev0

Signed-off-by: Jenkins <jenkins@databricks.com>

* Changelog

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Add missing PR

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Some fixes

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* More small fixes

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Signed-off-by: Jenkins <jenkins@databricks.com>
Signed-off-by: dbczumar <corey.zumar@databricks.com>
Co-authored-by: Jenkins <jenkins@databricks.com>
Co-authored-by: dbczumar <corey.zumar@databricks.com>

* Patch (#6440)

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* [ALL TESTS] Update  (#6443)

* python dev/update_ml_package_versions.py

Signed-off-by: Jenkins <jenkins@databricks.com>

* pyspark max ver 3.4

Signed-off-by: Weichen Xu <weichen.xu@databricks.com>

Signed-off-by: Jenkins <jenkins@databricks.com>
Signed-off-by: Weichen Xu <weichen.xu@databricks.com>
Co-authored-by: Jenkins <jenkins@databricks.com>
Co-authored-by: Weichen Xu <weichen.xu@databricks.com>

* Update MLflow version to 1.28.1 (#6449)

Signed-off-by: Jenkins <jenkins@databricks.com>

Signed-off-by: Jenkins <jenkins@databricks.com>
Co-authored-by: Jenkins <jenkins@databricks.com>

* Add data capture config to sagemaker (#6423)

Signed-off-by: jonwiggins <me@jonwiggins.org>

Signed-off-by: jonwiggins <me@jonwiggins.org>

* Fix small search_runs docs issues (#6452)

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Doc fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* python dev/update_pypi_package_index.py (#6442)

Signed-off-by: Jenkins <jenkins@databricks.com>

Signed-off-by: Jenkins <jenkins@databricks.com>
Co-authored-by: Jenkins <jenkins@databricks.com>

* use xgboost on pypi (#6461)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Add environment variable for `echo` option in `create_engine` (#6460)

* Add environment variable for echo

Signed-off-by: harupy <hkawamura0130@gmail.com>

* use _BooleanEnvironmentVariable

Signed-off-by: harupy <hkawamura0130@gmail.com>

* address comments

Signed-off-by: harupy <hkawamura0130@gmail.com>

* address comments and add tests

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix comment

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Add more file extensions to show content on frontend side (#3292)

Signed-off-by: Мартынов Максим Сергеевич <msmarty5@mts.ru>

Signed-off-by: Мартынов Максим Сергеевич <msmarty5@mts.ru>
Signed-off-by: harupy <hkawamura0130@gmail.com>
Co-authored-by: harupy <hkawamura0130@gmail.com>

* Avoid using assertions at top level in `mlflow/models/docker_utils.py` (#6463)

* do not construct maven proxy options at top level

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix validation for port

Signed-off-by: harupy <hkawamura0130@gmail.com>

* unpack

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Fix mlflowdbfs availability check (#6474)

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Reverts

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Better fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Format

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Format

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Lint

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Clean up

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Replace `assertRaisesRegex` with `pytest.raises` (#6464)

* replace assertRaisesRegex with pytest.raises

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix message

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* CLI command suggestion after running the pipeline (#6376)

* CLI command suggestion after running the pipeline

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* fix: added git commands to MLP CLI suggestion

* chore: lint fixes

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* chore: test fixes

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Remove redundant int conversion in create_sqlalchemy_engine (#6481)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Improve code-to-reproduce section in the bug report template (#6478)

* Improve code-to-reproduce section

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix

Signed-off-by: harupy <hkawamura0130@gmail.com>

* problem -> issue

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Add Pipelines step option to skip step profiling (#6456)

* changes

Signed-off-by: apurva-koti <apurva.koti@databricks.com>

* changes

Signed-off-by: apurva-koti <apurva.koti@databricks.com>

* partial-test

Signed-off-by: apurva-koti <apurva.koti@databricks.com>

* lint

Signed-off-by: apurva-koti <apurva.koti@databricks.com>

* missed

Signed-off-by: apurva-koti <apurva.koti@databricks.com>

* review

Signed-off-by: apurva-koti <apurva.koti@databricks.com>

Signed-off-by: apurva-koti <apurva.koti@databricks.com>

* Implement _download_file in hdfs_artifact_repo (#6482)

* Implement _download_file in hdfs_artifact_repo

Signed-off-by: bowen_who <hubw8@chinaunicom.cn>

* add ut on _download_file in test_hdfs_artifact_repo

Signed-off-by: bowen_who <hubw8@chinaunicom.cn>

* rewrite _download_artifact, change back _download_file in hdfs_artifact_repo

Signed-off-by: bowen_who <hubw8@chinaunicom.cn>
Signed-off-by: harupy <hkawamura0130@gmail.com>

* rewrite test__download_file in test_hdfs_artifact_repo

Signed-off-by: bowen_who <hubw8@chinaunicom.cn>

Signed-off-by: bowen_who <hubw8@chinaunicom.cn>
Signed-off-by: harupy <hkawamura0130@gmail.com>
Co-authored-by: bowen_who <hubw8@chinaunicom.cn>

* [ML-19871] R documentation fix (#6484)

* R bug fix

* Documentation fix

* Revert breaking change

* Updated doc file

* Doc fix

* Testing a broken test

* fix

* Revert test

* feat: return param value for mlflow.log_param (#6483)

* feat: return param value for mlflow.log_param

Signed-off-by: Xinyue Ruan <serena.rxy@gmail.com>

* update docstring and return value for MlflowClient

Signed-off-by: Xinyue Ruan <serena.rxy@gmail.com>

Signed-off-by: Xinyue Ruan <serena.rxy@gmail.com>

* revert (#6490)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Ignore empty environment variables in _get_maven_proxy (#6492)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Migrate environment variables for S3 (#6438)

* Migrated s3

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Migrated s3 for local.py

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Changed default values

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Added var imports

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Added MLFLOW_S3_ENDPOINT_URL and MLFLOW_S3_IGNORE_TLS

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Removed duplicated imports

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Paraphrased specify to specifies

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Changed _EnvironmentVariable to _BooleanEnvironmentVariable for MLFLOW_S3_IGNORE_TLS and defaults to False

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Changed environment variables in hdfs_artifact_repo.py

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Changed single to double quotes

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Fixed comments

Signed-off-by: changyonglik <theeahlag@gmail.com>

* Small fixes

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Format

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Reset submodule

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Signed-off-by: changyonglik <theeahlag@gmail.com>
Signed-off-by: dbczumar <corey.zumar@databricks.com>
Co-authored-by: dbczumar <corey.zumar@databricks.com>

* Always run CI check on PR (#6505)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* document how to install mlflow-pipelines from conda (#6509)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Move tests for pylint_plugins (#6506)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Retry pulling docker image on CircleCI (#6514)

* Retry pulling docker image on CircleCI

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix indent

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Remove unnecessary comprehension (#6516)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Don't use mlflowdbfs if dbutils is unavailable (#6508)

* Dbutils

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Fix

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* bug-fix to allow non-string column names (#6503) (#6521)

* Allow EvaluationDataset to accept dataframes that contain non-string column names (mlflow#6503)

Signed-off-by: Daniel Gibbons <daniel.gibbons04@gmail.com>

* Minor fix to remove redundant assignments from iris_pandas_df datasets (mlflow#6503)

Signed-off-by: Daniel Gibbons <daniel.gibbons04@gmail.com>

Signed-off-by: Daniel Gibbons <daniel.gibbons04@gmail.com>

* Add `use-set-literal` rule for better performace (#6533)

* Add use-set-literal rule

Signed-off-by: harupy <hkawamura0130@gmail.com>

* improve test

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* feat: Docker development scripts and readme (#6465)

* feat: docker development scripts and readme

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* chore: CR fixes

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* chore: improved dependency install in Dockerfile.test

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Update CONTRIBUTING.rst

Co-authored-by: Harutaka Kawamura <hkawamura0130@gmail.com>
Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Update dev/Dockerfile.test

Co-authored-by: Harutaka Kawamura <hkawamura0130@gmail.com>
Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Update CONTRIBUTING.rst

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Update dev/run-test-container.sh

Co-authored-by: Harutaka Kawamura <hkawamura0130@gmail.com>
Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Update dev/Dockerfile.test.dockerignore

Co-authored-by: Harutaka Kawamura <hkawamura0130@gmail.com>
Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* chore: CR fixes

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* chore: shell script improvement

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* chore: fixed dockerignore

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Update dev/Dockerfile.test.dockerignore

Co-authored-by: Harutaka Kawamura <hkawamura0130@gmail.com>
Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Update dev/Dockerfile.test

Co-authored-by: Harutaka Kawamura <hkawamura0130@gmail.com>
Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Update dev/Dockerfile.test.dockerignore

Co-authored-by: Harutaka Kawamura <hkawamura0130@gmail.com>
Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

* Update CONTRIBUTING.rst

Co-authored-by: Harutaka Kawamura <hkawamura0130@gmail.com>
Signed-off-by: Hubert Zub <hubert.zub@databricks.com>

Signed-off-by: Hubert Zub <hubert.zub@databricks.com>
Co-authored-by: Harutaka Kawamura <hkawamura0130@gmail.com>

* Adding cd to run reproduce steps (#6495)

* adding cd to repo

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* drop git extension

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* ran lint

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* fix use-set-literal errors batch 1 (#mlflow-6535) (#6542)

* fix use-set-literal errors batch 1 (#mlflow-6535)

Signed-off-by: Daniel Gibbons <daniel.gibbons04@gmail.com>

* update set_checker batch 1 (#mlflow-6535)

Signed-off-by: Daniel Gibbons <daniel.gibbons04@gmail.com>

Signed-off-by: Daniel Gibbons <daniel.gibbons04@gmail.com>

* fix use-set-literal errors batch 2 (#mlflow-6535) (#6543)

* fix use-set-literal errors batch 2 (#mlflow-6535)

Signed-off-by: Daniel Gibbons <daniel.gibbons04@gmail.com>

* update set_checker batch 2 (#mlflow-6535)

Signed-off-by: Daniel Gibbons <daniel.gibbons04@gmail.com>

Signed-off-by: Daniel Gibbons <daniel.gibbons04@gmail.com>

* Fix `use-set-literal` errors (#6534)

* Fix use-set-literal errors

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix error message

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix error message

Signed-off-by: harupy <hkawamura0130@gmail.com>

* improve instructions

Signed-off-by: harupy <hkawamura0130@gmail.com>

* tuple

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Remove run_uuid is None check (#6547)

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Deprecate ListExperiments, ListRegisteredModels, ListRunInfos APIs (#6550)

* Deprecate listing

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Deprecate

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Revert

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* fix missing_fields (#6549)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Improve deprecated decorator (#6552)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Fix violating consider-using-set-comprehension pylint rule (#6540)

* Fix violating consider-using-set-comprehension pylint rule

Signed-off-by: Evgenii Uvarov <evgenii.uvarov.post@gmail.com>

* Fix linting issues. Fix PR review issues

Signed-off-by: Evgenii Uvarov <evgenii.uvarov.post@gmail.com>

Signed-off-by: Evgenii Uvarov <evgenii.uvarov.post@gmail.com>
Co-authored-by: Evgenii Uvarov <e.uvarov@life-pay.ru>

* Install conda in R development image (#6557)

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* MLP batch scoring DAG added to Regression Pipeline (#6455)

* Added the skeletons for the 2 new steps (#6248)

* Added the skeletons for the 2 new steps

* CR comments

* Linting errors

* Added the skeletons for the 2 new steps (#6248)

* Added the skeletons for the 2 new steps

* CR comments

* Linting errors

* Added the skeletons for the 2 new steps (#6248)

* Added the skeletons for the 2 new steps

* CR comments

* Linting errors

* Refactored MLP infra to support additional template makefiles (#6259)

* Added changes

* fixed tests

* Formatting and fixed tests

* Added preprocessing step test (#6267)

* Added preprocessing test

* Fix linting errors

* Added the skeletons for the 2 new steps (#6248)

* Added the skeletons for the 2 new steps

* CR comments

* Linting errors

* Refactored MLP infra to support additional template makefiles (#6259)

* Added changes

* fixed tests

* Formatting and fixed tests

* Added preprocessing step test (#6267)

* Added preprocessing test

* Fix linting errors

* Fixed submodules

* Build out predict step (#6296)

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* Batch scoring framework (#6283)

* Batch scoring pipeline added

* Added gitmodule

* updating the example?

* Submodule fix and test fix

* Submodule fix

* black formatting

* Added batch_scoring submodule correctly?

* Lint errors

* Fixed the integration test (removed predict for now)

* Black formatting

* Updated api doc

* Documentation bloopers

* Removed smart quotes

* more documentation fixes

* More fixes

* Try to change the replacement name

* Bad substitution

* Add registered model test (#6327)

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* Predict Step: output format and location, env restoration (#6336)

* add output location writing logic

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* change output param

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* Batching scoring pipeline bug fixes, predict step card html (#6364)

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* Added the skeletons for the 2 new steps (#6248)

* Added the skeletons for the 2 new steps

* CR comments

* Linting errors

* Refactored MLP infra to support additional template makefiles (#6259)

* Added changes

* fixed tests

* Formatting and fixed tests

* Added preprocessing step test (#6267)

* Added preprocessing test

* Fix linting errors

* Fixed submodules

* Added the skeletons for the 2 new steps (#6248)

* Added the skeletons for the 2 new steps

* CR comments

* Linting errors

* Added the skeletons for the 2 new steps (#6248)

* Added the skeletons for the 2 new steps

* CR comments

* Linting errors

* Refactored MLP infra to support additional template makefiles (#6259)

* Added changes

* fixed tests

* Formatting and fixed tests

* Added preprocessing step test (#6267)

* Added preprocessing test

* Fix linting errors

* Build out predict step (#6296)

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* Batch scoring framework (#6283)

* Batch scoring pipeline added

* Added gitmodule

* updating the example?

* Submodule fix and test fix

* Submodule fix

* black formatting

* Added batch_scoring submodule correctly?

* Lint errors

* Fixed the integration test (removed predict for now)

* Black formatting

* Updated api doc

* Documentation bloopers

* Removed smart quotes

* more documentation fixes

* More fixes

* Try to change the replacement name

* Bad substitution

* Add registered model test (#6327)

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* Predict Step: output format and location, env restoration (#6336)

* add output location writing logic

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* change output param

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* Batching scoring pipeline bug fixes, predict step card html (#6364)

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* Convert to regression (#6371)

* Convert feature branch to move batch scoring into regression pipeline

* Black formatting

* Add the new ingest_scoring step

* Uupdated artifact name

* Updated sklearn_regression example

* Test fixes

* Fixed broken tests

* Linting errors

* Augment predict step to use model name for register step (#6437)

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* Remove preprocessing step

* Fix ingest step rebase error

* CR comments addressed

* Fixed broken tests

* Undo unknown split change

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

* wip

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>

Signed-off-by: Jerry Liang <jerry.liang@databricks.com>
Co-authored-by: Jerry Liang <66143562+jerrylian-db@users.noreply.github.com>
Co-authored-by: Jerry Liang <jerry.liang@databricks.com>

* fix use-set-literal errors (#6544)

* That was fun

Signed-off-by: Uncle Hohotun <95711404+Monkero@users.noreply.github.com>

* set_checker.py is updated

Signed-off-by: Uncle Hohotun <95711404+Monkero@users.noreply.github.com>

* Conflict in pylint_plagins/set_checker.py

Signed-off-by: Uncle Hohotun <95711404+Monkero@users.noreply.github.com>

* run black

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: Uncle Hohotun <95711404+Monkero@users.noreply.github.com>
Signed-off-by: harupy <hkawamura0130@gmail.com>
Co-authored-by: harupy <hkawamura0130@gmail.com>

* unwanted os calls removed (#6559)

Signed-off-by: yogesh kumar <kumaryogesh.usict.ipu@gmail.com>

Signed-off-by: yogesh kumar <kumaryogesh.usict.ipu@gmail.com>

* Fix CircleCI artifact URL in `build_doc_r` job (#6558)

* Fix CircleCI artifact URL

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix

Signed-off-by: harupy <hkawamura0130@gmail.com>

* revert

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Update requirements.yaml files (#6564)

Signed-off-by: mlflow-automation <mlflow-automation@users.noreply.github.com>

Signed-off-by: mlflow-automation <mlflow-automation@users.noreply.github.com>
Co-authored-by: mlflow-automation <mlflow-automation@users.noreply.github.com>

* Add searchExperiments API to Java client, deprecate listExperiments (#6561)

* SearchExperiments API for Java

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Search & tests

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Deprecate list

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Add page

Signed-off-by: dbczumar <corey.zumar@databricks.com>

Signed-off-by: dbczumar <corey.zumar@databricks.com>

* Pin `pmdarima` in diviner test (#6565)

* Pin pmdarima

Signed-off-by: harupy <hkawamura0130@gmail.com>

* Pin pmdarima

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix command arguments

Signed-off-by: harupy <hkawamura0130@gmail.com>

* quote CHANGED_FILES

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: harupy <hkawamura0130@gmail.com>

* fix use-set-literal errors batch 3 (#mlflow-6535) (#6560)

* fix use-set-literal errors batch 3 (#mlflow-6535)

Signed-off-by: Evgenii Uvarov <evgenii.uvarov.post@gmail.com>

* Build trigger for CI

Signed-off-by: evgenii.uvarov <evgenii.uvarov.post@gmail.com>

* Trigger CI

Signed-off-by: harupy <hkawamura0130@gmail.com>

Signed-off-by: Evgenii Uvarov <evgenii.uvarov.post@gmail.com>
Signed-off-by: evgenii.uvarov <evgenii.uvarov.post@gmail.com>
Signed-off-by: harupy <hkawamura0130@gmail.com>
Co-authored-by: harupy <hkawamura0130@gmail.com>

* replaced all self.assertTrue with assert (#6570)

* replaced all self.assertTrue with assert

Signed-off-by: yogesh kumar <kumaryogesh.usict.ipu@gmail.com>

* updated test-run-status file

Signed-off-by: yogesh kumar <kumaryogesh.usict.ipu@gmail.com>

* Autoformat: https://github.com/mlflow/mlflow/actions/runs/2917378175

Signed-off-by: mlflow-automation <mlflow-automation@users.noreply.github.com>

Signed-off-by: yogesh kumar <kumaryogesh.usict.ipu@gmail.com>
Signed-off-by: mlflow-automation <mlflow-automation@users.noreply.github.com>
Co-authored-by: mlflow-automation <mlflow-automation@users.noreply.github.com>

* [bug-fix] Removing the fixed width css for the experimentlist container (#6569)

Signed-off-by: Sunish Sheth <sunishsheth2009@gmail.com>

Signed-off-by: Sunish Sheth <sunishsheth2009@gmail.com>

* Clarify ports in JS dev server instructions (#6563)

* Clarify ports in JS dev server instructions

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* update text

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* Allow specifying mlflow command line args as env variables. (#6457)

Signed-off-by: Phil Xiaojun Hu <phil@cnphil.com>

Signed-off-by: Phil Xiaojun Hu <phil@cnphil.com>

* [ML-22889] Get artifact cli (#6517)

* adding cli flag

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* return datapath for dataframe artifacts

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* registered_model_version path

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* add support for model and transformer from cli

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* adding support for run cmd

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* change name to get_path

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* adding a test

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

* idk why pyfunc was removed

Signed-off-by: Prithvi Kannan <prithvi.kannan@databricks.com>

